date,close,volume,total_bids,cover_ratio
2023-07-13,84.25,2658000,4556000,1.714
2023-07-14,85.51,1939500,4466000,2.303
2023-07-17,84.72,2658000,4820500,1.814
2023-07-18,84.9,2658000,4956500,1.865
2023-07-19,86.03,2676000,5282000,1.974
2023-07-20,87.76,2658000,5065500,1.906
2023-07-21,89.36,1939500,4051000,2.089
2023-07-24,90.3,2658000,4735000,1.781
2023-07-25,90.25,2658000,4803500,1.807
2023-07-27,88.02,2658000,4696000,1.767
2023-07-28,87.33,1939500,3760500,1.939
2023-07-31,86.65,2658000,5808000,2.185
2023-08-01,84.69,1329000,3655000,2.75
2023-08-02,81.88,1338000,3957500,2.958
2023-08-03,83.52,1329000,4135000,3.111
2023-08-04,83.33,970000,3664000,3.777
2023-08-07,82.28,1329000,3368000,2.534
2023-08-08,81.46,1329000,3472500,2.613
2023-08-10,82.24,1329000,3767000,2.834
2023-08-11,84.2,970000,3083000,3.178
2023-08-14,85.34,1329000,3754000,2.825
2023-08-15,86.71,1329000,3692500,2.778
2023-08-16,87.01,1338000,3715500,2.777
2023-08-17,86.84,1329000,3165000,2.381
2023-08-18,86.68,970000,1945500,2.006
2023-08-21,86.0,1329000,3711500,2.793
2023-08-22,87.86,1329000,3718000,2.798
2023-08-24,85.51,1329000,2543000,1.913
2023-08-25,85.5,976500,3123500,3.199
2023-08-28,84.7,1329000,4268500,3.212
2023-08-29,84.64,1329000,3917000,2.947
2023-08-30,84.57,1344500,4140000,3.079
2023-08-31,85.52,1581500,4311000,2.726
2023-09-01,84.0,2147000,4369500,2.035
2023-09-04,83.42,3035500,6518500,2.147
2023-09-05,83.41,3035500,4699000,1.548
2023-09-08,82.09,2147000,4392000,2.046
2023-09-11,80.98,3035500,5542000,1.826
2023-09-12,80.6,3035500,6329500,2.085
2023-09-13,80.5,3347500,6091000,1.82
2023-09-14,81.69,3035500,5724500,1.886
2023-09-15,82.33,2147000,5107500,2.379
2023-09-18,80.26,3035500,4994500,1.645
2023-09-19,79.5,3035500,5366000,1.768
2023-09-21,81.78,3036500,6032500,1.987
2023-09-22,84.03,2147000,4805000,2.238
2023-09-25,83.92,3035500,5155000,1.698
2023-09-26,82.44,3035500,5304000,1.747
2023-09-27,81.37,3347500,6647500,1.986
2023-09-28,81.9,3035500,5344500,1.761
2023-09-29,81.65,2147000,4502000,2.097
2023-10-02,80.95,3035500,5372000,1.77
2023-10-03,79.17,3035500,4694500,1.547
2023-10-04,78.78,1000000,2208500,2.208
2023-10-05,80.5,3035500,5776000,1.903
2023-10-06,79.95,2147000,4423000,2.06
2023-10-09,80.43,3035500,5468500,1.802
2023-10-10,81.82,3035500,4163000,1.371
2023-10-11,82.68,3347500,5002500,1.494
2023-10-12,83.35,3035500,5352000,1.763
2023-10-13,84.61,2147000,4581000,2.134
2023-10-16,83.4,3035500,5700500,1.878
2023-10-17,81.69,3035500,5370000,1.769
2023-10-19,79.99,3035500,4627000,1.524
2023-10-20,81.19,2147000,3899500,1.816
2023-10-23,79.92,3035500,5110500,1.684
2023-10-24,80.4,3035500,5059000,1.667
2023-10-25,79.85,3347500,5425500,1.621
2023-10-26,79.48,3035500,5037500,1.66
2023-10-27,79.41,2147000,3819500,1.779
2023-10-30,79.78,3035500,4622500,1.523
2023-10-31,77.65,3035500,3949000,1.301
2023-11-02,77.88,3035500,5149000,1.696
2023-11-03,78.35,2147000,3398500,1.583
2023-11-06,76.02,3035500,3916000,1.29
2023-11-07,75.58,3035500,4095500,1.349
2023-11-08,74.56,3347500,4979000,1.487
2023-11-09,75.75,3035500,4567000,1.505
2023-11-10,76.46,2147000,3955500,1.842
2023-11-13,77.01,3035500,4521500,1.49
2023-11-14,76.62,3035500,4029000,1.327
2023-11-16,79.0,3035500,4779000,1.574
2023-11-17,76.55,2147000,3502500,1.631
2023-11-20,76.35,3035500,4490500,1.479
2023-11-21,75.69,3035500,4399500,1.449
2023-11-22,74.84,3347500,5845000,1.746
2023-11-23,74.5,3035500,4962000,1.635
2023-11-24,75.9,2147000,3611000,1.682
2023-11-27,74.57,3035500,4899000,1.614
2023-11-28,71.71,3035500,4379500,1.443
2023-11-30,70.79,3035500,4620500,1.522
2023-12-01,71.45,2147000,4039500,1.881
2023-12-04,71.34,3035500,5511000,1.816
2023-12-05,69.94,3035500,4650500,1.532
2023-12-06,68.71,3350000,5366000,1.602
2023-12-07,68.76,3035500,5133500,1.691
2023-12-08,69.84,2147000,4242000,1.976
2023-12-11,67.82,3035500,4751000,1.565
2023-12-12,66.72,3035500,4206000,1.386
2023-12-14,68.45,3035500,4168500,1.373
2023-12-15,66.6,2151000,3461000,1.609
2023-12-18,66.49,3041500,4527000,1.488
2024-01-15,63.5,3099500,5324000,1.718
2024-01-16,63.2,3099500,5198000,1.677
2024-01-17,62.96,2310000,4431000,1.918
2024-01-18,61.28,3099500,5220000,1.684
2024-01-19,61.93,1796000,3861000,2.15
2024-01-22,59.74,3099500,5031000,1.623
2024-01-23,60.55,3099500,5086500,1.641
2024-01-25,61.95,3099500,4840000,1.562
2024-01-26,61.95,1796000,3725000,2.074
2024-01-29,60.81,3099500,4379500,1.413
2024-01-30,59.82,3099500,4870500,1.571
2024-01-31,62.27,2310000,4295500,1.86
2024-02-01,61.09,3099500,3874000,1.25
2024-02-02,60.92,1796000,3322500,1.85
2024-02-05,60.68,3099500,5122000,1.653
2024-02-06,60.25,3099500,5260500,1.697
2024-02-08,59.85,3099500,4854000,1.566
2024-02-09,57.24,1796000,3213000,1.789
2024-02-12,55.84,3099500,4626000,1.492
2024-02-13,54.24,3099500,5189000,1.674
2024-02-14,54.07,2310000,4822500,2.088
2024-02-15,54.87,3099500,5614500,1.811
2024-02-16,55.12,1796000,3228000,1.797
2024-02-19,53.0,3099500,4520000,1.458
2024-02-20,51.8,3099500,5340000,1.723
2024-02-22,51.55,3099500,5084000,1.64
2024-02-23,49.5,1796000,3110500,1.732
2024-02-26,50.65,3099500,5055500,1.631
2024-02-27,51.12,3099500,4607000,1.486
2024-02-28,54.94,2310000,4768000,2.064
2024-02-29,54.9,3099500,4478500,1.445
2024-03-01,53.6,1796000,3276000,1.824
2024-03-04,51.76,3099500,4100500,1.323
2024-03-05,59.14,3099500,5711500,1.843
2024-03-07,56.94,3099500,4351000,1.404
2024-03-08,57.1,1796000,3222000,1.794
2024-03-11,54.43,3099500,4050500,1.307
2024-03-12,54.21,3099500,5310500,1.713
2024-03-13,54.92,2310000,4569500,1.978
2024-03-14,54.25,3099500,5603500,1.808
2024-03-15,57.75,1796000,4171000,2.322
2024-03-18,59.42,3099500,5318000,1.716
2024-03-19,59.0,3099500,4753500,1.534
2024-03-21,58.0,3104500,4966500,1.6
2024-03-22,57.93,1796000,3352000,1.866
2024-03-25,62.09,3099500,5437000,1.754
2024-03-26,63.25,3099500,4721500,1.523
2024-03-27,60.56,2310000,4096000,1.773
2024-03-28,59.86,3099500,4523500,1.459
2024-04-02,57.07,3099500,3423000,1.104
2024-04-04,56.37,3099500,5677500,1.832
2024-04-05,57.17,1796000,4006500,2.231
2024-04-08,58.41,3099500,5498000,1.774
2024-04-09,61.3,3099500,5323000,1.717
2024-04-10,63.0,2310000,5062500,2.192
2024-04-11,63.42,3099500,5374500,1.734
2024-04-12,68.01,1796000,3447500,1.92
2024-04-15,68.17,3099500,5255000,1.695
2024-04-16,70.61,3099500,4544000,1.466
2024-04-18,67.15,3099500,4598000,1.483
2024-04-19,67.77,1796000,3571500,1.989
2024-04-22,65.1,3099500,4836000,1.56
2024-04-23,64.28,3099500,4861500,1.568
2024-04-24,65.35,2310000,4617500,1.999
2024-04-25,65.08,3099500,5220000,1.684
2024-04-26,65.66,1796000,3451500,1.922
2024-04-29,63.52,3099500,4639000,1.497
2024-04-30,65.26,3099500,4407000,1.422
2024-05-02,68.1,3099500,5138000,1.658
2024-05-03,71.18,1796000,3327500,1.853
2024-05-06,70.3,3099500,5342000,1.724
2024-05-07,69.16,3099500,4434000,1.431
2024-05-08,68.99,2310000,4249500,1.84
2024-05-13,68.48,3099500,5185500,1.673
2024-05-14,67.67,3099500,4657500,1.503
2024-05-16,68.26,3099500,4712000,1.52
2024-05-17,69.46,1796000,3557500,1.981
2024-05-20,71.24,3099500,4233500,1.366
2024-05-21,71.8,3099500,4685000,1.512
2024-05-22,74.31,2310000,3475000,1.504
2024-05-23,74.9,3099500,4069500,1.313
2024-05-24,72.8,1796000,3679000,2.048
2024-05-28,72.9,3099500,4655500,1.502
2024-05-30,72.0,3099500,5186500,1.673
2024-05-31,74.49,1796000,3928000,2.187
2024-06-03,75.35,3099500,5507000,1.777
2024-06-04,71.5,3099500,4713500,1.521
2024-06-05,70.3,2310000,4155000,1.799
2024-06-06,71.0,3099500,4883500,1.576
2024-06-07,69.9,1796000,3459000,1.926
2024-06-10,67.82,3099500,4512000,1.456
2024-06-11,70.31,3099500,4418500,1.426
2024-06-13,69.77,3099500,5531500,1.785
2024-06-14,68.41,1796000,3368500,1.876
2024-06-17,66.66,3099500,4683500,1.511
2024-06-18,66.97,3099500,4675500,1.508
2024-06-19,67.75,2310000,3737500,1.618
2024-06-20,68.61,3104000,4694000,1.512
2024-06-21,67.36,1796000,3275000,1.823
2024-06-24,66.06,3099500,4780500,1.542
2024-06-25,65.94,3099500,4447500,1.435
2024-06-27,66.17,3099500,4743000,1.53
2024-06-28,65.01,1796000,2965500,1.651
2024-07-01,67.83,3099500,4356000,1.405
2024-07-02,66.71,3099500,4228000,1.364
2024-07-03,68.84,2310000,3960000,1.714
2024-07-04,68.71,3099500,3780000,1.22
2024-07-05,68.68,1796000,3208500,1.786
2024-07-08,70.0,3099500,5018500,1.619
2024-07-09,66.87,3099500,3771000,1.217
2024-07-11,66.72,3099500,4448000,1.435
2024-07-12,67.06,1796000,3114500,1.734
2024-07-15,66.63,3099500,4913500,1.585
2024-07-16,66.16,3099500,4801000,1.549
2024-07-17,66.66,2310000,4176000,1.808
2024-07-18,64.96,3099500,4741000,1.53
2024-07-19,64.73,1796000,4024500,2.241
2024-07-22,64.37,3099500,5192500,1.675
2024-07-23,63.67,3099500,4952500,1.598
2024-07-25,66.71,3099500,5209500,1.681
2024-07-26,66.33,1796000,3496500,1.947
2024-07-29,67.17,3099500,5115500,1.65
2024-07-30,66.55,3099500,4781000,1.543
2024-07-31,67.85,2310000,3694000,1.599
2024-08-01,68.07,3099500,5411000,1.746
2024-08-02,69.76,1796000,3530500,1.966
2024-08-05,67.02,3099500,5168500,1.668
2024-08-06,68.65,3099500,5034500,1.624
2024-08-08,68.9,3099500,5258500,1.697
2024-08-09,70.46,1796000,4035500,2.247
2024-08-12,71.15,3099500,4271000,1.378
2024-08-13,70.82,3099500,4640500,1.497
2024-08-14,70.59,2310000,3676500,1.592
2024-08-15,69.85,3099500,5164000,1.666
2024-08-16,71.0,1796000,3471000,1.933
2024-08-19,71.5,3099500,5359500,1.729
2024-08-20,72.4,3099500,5179500,1.671
2024-08-22,71.02,3099500,5258500,1.697
2024-08-23,70.73,1796000,3792500,2.112
2024-08-26,69.28,3099500,4711000,1.52
2024-08-27,70.17,3099500,4999500,1.613
2024-08-28,70.39,2313500,4061500,1.756
2024-08-29,69.5,3125000,5048500,1.616
2024-08-30,70.07,1810000,3239000,1.79
2024-09-02,69.3,3287500,5626000,1.711
2024-09-03,68.56,3287500,4986500,1.517
2024-09-05,65.99,3287500,4710500,1.433
2024-09-06,67.0,1886500,4617500,2.448
2024-09-09,65.75,3287500,5490500,1.67
2024-09-10,65.83,3287500,5296500,1.611
2024-09-11,64.75,2833500,4539000,1.602
2024-09-12,65.1,3287500,5025000,1.529
2024-09-13,64.89,1886500,2798500,1.483
2024-09-16,64.94,3287500,6730500,2.047
2024-09-17,62.71,3287500,5642000,1.716
2024-09-19,63.56,3290500,5386000,1.637
2024-09-20,63.18,1886500,3668000,1.944
2024-09-23,64.0,3287500,5470500,1.664
2024-09-24,63.91,3287500,5323500,1.619
2024-09-25,63.55,2833500,5095500,1.798
2024-09-26,63.88,3287500,4857000,1.477
2024-09-27,65.45,1886500,3557000,1.886
2024-09-30,65.69,3287500,5306500,1.614
2024-10-01,63.19,3287500,4162000,1.266
2024-10-02,62.89,926500,2247000,2.425
2024-10-03,62.02,3287500,4633000,1.409
2024-10-04,61.03,1886500,3497500,1.854
2024-10-07,60.15,3287500,5185500,1.577
2024-10-08,59.85,3287500,5138000,1.563
2024-10-09,61.18,2833500,3927000,1.386
2024-10-10,63.3,3287500,5543500,1.686
2024-10-11,63.71,1886500,3826500,2.028
2024-10-14,65.0,3287500,6131000,1.865
2024-10-15,64.08,3287500,4893000,1.488
2024-10-17,63.1,3287500,5544500,1.687
2024-10-18,61.9,1886500,3810500,2.02
2024-10-21,62.3,3287500,5213000,1.586
2024-10-22,61.22,3287500,5257000,1.599
2024-10-23,63.75,2833500,4961500,1.751
2024-10-24,64.6,3287500,5151500,1.567
2024-10-25,66.32,1886500,3758500,1.992
2024-10-28,64.38,3287500,4689500,1.426
2024-10-29,66.42,3287500,5409000,1.645
2024-10-31,64.78,3287500,4960000,1.509
2024-11-01,64.46,1886500,3765500,1.996
2024-11-04,64.68,3287500,5518500,1.679
2024-11-05,65.06,3287500,4682500,1.424
2024-11-06,62.94,2833500,4476500,1.58
2024-11-07,65.35,3287500,5378000,1.636
2024-11-08,66.2,1886500,4022000,2.132
2024-11-11,67.6,3287500,4630000,1.408
2024-11-12,65.92,3287500,5250000,1.597
2024-11-14,67.15,3287500,5440500,1.655
2024-11-15,66.78,1886500,3121500,1.655
2024-11-18,67.7,3287500,5351500,1.628
2024-11-19,69.05,3287500,4469500,1.36
2024-11-20,68.02,2833500,4916500,1.735
2024-11-21,68.79,3287500,5683000,1.729
2024-11-22,69.71,1886500,4056500,2.15
2024-11-25,69.32,3287500,5168000,1.572
2024-11-26,69.37,3287500,5432500,1.652
2024-11-28,67.91,3287500,5596000,1.702
2024-11-29,67.3,1886500,3376500,1.79
2024-12-02,69.4,3287500,5481000,1.667
2024-12-03,68.12,3287500,5522500,1.68
2024-12-04,67.42,2833500,4253000,1.501
2024-12-05,67.62,3287500,5641000,1.716
2024-12-06,67.25,1886500,3757000,1.992
2024-12-09,67.7,3287500,4598000,1.399
2024-12-10,67.0,3287500,5502500,1.674
2024-12-12,67.95,3287500,5356000,1.629
2024-12-13,66.07,1890500,3437500,1.818
2024-12-16,63.64,3248000,4785500,1.473
2025-01-07,71.02,3245500,4456500,1.373
2025-01-08,71.5,2072500,4697500,2.267
2025-01-09,70.01,3245500,5096500,1.57
2025-01-10,70.63,1607000,3368000,2.096
2025-01-13,74.4,3245500,4852000,1.495
2025-01-14,74.45,3245500,5002500,1.541
2025-01-16,75.7,3245500,5286000,1.629
2025-01-17,77.3,1607000,3182500,1.98
2025-01-20,76.4,3245500,4825500,1.487
2025-01-21,77.3,3245500,4969000,1.531
2025-01-22,76.71,2072500,3697000,1.784
2025-01-23,79.06,3245500,4860500,1.498
2025-01-24,78.43,1607000,3591000,2.235
2025-01-27,77.7,3245500,5402000,1.664
2025-01-28,77.06,3245500,5527000,1.703
2025-01-30,81.57,3245500,5546500,1.709
2025-01-31,81.11,1607000,3595000,2.237
2025-02-03,80.39,3245500,5036500,1.552
2025-02-04,79.06,3245500,5494500,1.693
2025-02-05,77.87,2072500,3879500,1.872
2025-02-06,79.75,3245500,4919500,1.516
2025-02-07,80.71,1607000,3609000,2.246
2025-02-10,81.27,3245500,4917500,1.515
2025-02-11,80.08,3245500,4828000,1.488
2025-02-13,76.77,3245500,4723500,1.455
2025-02-14,75.84,1607000,3689000,2.296
2025-02-17,77.02,3245500,4974000,1.533
2025-02-18,74.53,3245500,4768000,1.469
2025-02-19,72.9,2072500,4127000,1.991
2025-02-20,71.21,3245500,5313000,1.637
2025-02-21,73.01,1607000,3402000,2.117
2025-02-24,70.8,3245500,4785500,1.475
2025-02-25,71.15,3245500,5571500,1.717
2025-02-27,69.96,3245500,6506500,2.005
2025-02-28,70.65,1607000,4172000,2.596
2025-03-03,70.31,3245500,5154500,1.588
2025-03-04,68.1,3245500,5395500,1.662
2025-03-05,67.99,2072500,5123000,2.472
2025-03-06,66.58,3245500,4974000,1.533
2025-03-07,67.77,1607000,3894000,2.423
2025-03-10,68.18,3245500,4662500,1.437
2025-03-11,67.02,3245500,4688000,1.444
2025-03-13,68.2,3245500,5881500,1.812
2025-03-14,68.65,1607000,3523500,2.193
2025-03-17,68.53,3245500,5154000,1.588
2025-03-18,68.66,3245500,5321500,1.64
2025-03-19,71.35,2072500,4095000,1.976
2025-03-20,71.54,3245500,4369000,1.346
2025-03-21,71.56,1607000,3446000,2.144
2025-03-24,69.85,3245500,5332500,1.643
2025-03-25,69.61,3245500,4853500,1.495
2025-03-27,68.41,3245500,4996000,1.539
2025-03-28,67.36,1607000,3993000,2.485
2025-03-31,66.8,3246500,5321000,1.639
2025-04-01,66.71,3245500,5031000,1.55
2025-04-02,68.62,2072500,4254500,2.053
2025-04-03,65.75,3245500,5902500,1.819
2025-04-04,63.8,1607000,3117500,1.94
2025-04-07,59.76,3245500,5313500,1.637
2025-04-08,60.35,3245500,5272500,1.625
2025-04-10,62.08,3245500,4313500,1.329
2025-04-11,61.01,1607000,3480000,2.166
2025-04-14,64.6,3245500,5148500,1.586
2025-04-15,66.21,3245500,4743000,1.461
2025-04-16,65.98,2072500,3567500,1.721
2025-04-17,65.06,3245500,4881500,1.504
2025-04-22,63.3,3245500,4901000,1.51
2025-04-24,63.93,3245500,5126000,1.579
2025-04-25,65.89,1607000,3866500,2.406
2025-04-28,64.2,3245500,5156500,1.589
2025-04-29,63.55,3245500,4701500,1.449
2025-04-30,65.05,2072500,3129000,1.51
2025-05-05,66.64,3245500,5049000,1.556
2025-05-06,67.88,3245500,5433000,1.674
2025-05-08,70.3,3245500,6226500,1.919
2025-05-09,70.2,1607000,3750500,2.334
2025-05-12,71.01,3245500,5067000,1.561
2025-05-13,71.69,3245500,4547000,1.401
2025-05-14,71.85,2072500,3769500,1.819
2025-05-15,70.11,3245500,5552500,1.711
2025-05-16,72.94,1607000,3074000,1.913
2025-05-19,69.44,3245500,4188000,1.29
2025-05-20,70.69,3245500,4520000,1.393
2025-05-22,71.84,3245500,5589500,1.722
2025-05-23,71.11,1607000,3569500,2.221
2025-05-27,71.51,3245500,4513000,1.391
2025-05-28,70.54,2072500,3870000,1.867
2025-06-02,70.58,3245500,4859500,1.497
2025-06-03,70.61,3245500,4787500,1.475
2025-06-05,72.54,3245500,4752000,1.464
2025-06-06,72.3,1607000,2801500,1.743
2025-06-10,72.16,3245500,5324500,1.641
2025-06-11,73.5,2072500,3233500,1.56
2025-06-12,72.71,3245500,4249000,1.309
2025-06-13,75.36,1607000,2950500,1.836
2025-06-16,74.51,3245500,4373500,1.348
2025-06-17,74.05,3245500,5235500,1.613
2025-06-19,73.48,3245500,4509500,1.389
2025-06-20,71.97,1607000,3810500,2.371
2025-06-23,72.0,3245500,4650500,1.433
2025-06-24,72.91,3245500,4283000,1.32
2025-06-25,71.72,2072500,3569500,1.722
2025-06-26,69.46,3245500,4845500,1.493
2025-06-27,69.4,1607000,2374000,1.477
2025-06-30,68.95,3246500,4986500,1.536
2025-07-01,69.01,3245500,4511500,1.39
2025-07-03,70.52,3245500,5493500,1.693
2025-07-04,70.85,1607000,3507000,2.182
2025-07-07,70.34,3245500,4751000,1.464
2025-07-08,69.96,3245500,4906500,1.512
2025-07-09,69.88,2072500,3359000,1.621
2025-07-10,70.44,3245500,4374500,1.348
2025-07-11,69.3,1607000,3374500,2.1
2025-07-14,70.42,3245500,5449000,1.679
2025-07-15,69.76,3245500,5499000,1.694
2025-07-17,70.05,3245500,4873000,1.501
2025-07-18,69.68,1607000,3850500,2.396
2025-07-21,69.53,3245500,5095000,1.57
2025-07-22,68.73,3245500,4105000,1.265
2025-07-23,69.1,2072500,4378000,2.112
2025-07-24,68.89,3245500,5111500,1.575
2025-07-25,70.22,1607000,3026500,1.883
2025-07-28,70.63,3245500,4664500,1.437
2025-07-29,70.53,3245500,5473000,1.686
2025-07-31,72.0,3245500,4861500,1.498
2025-08-01,71.14,1607000,2813000,1.75
2025-08-04,69.52,3245500,4761500,1.467
2025-08-05,70.07,3245500,5202000,1.603
2025-08-06,70.74,2072500,3621000,1.747
2025-08-07,70.1,3245500,5493500,1.693
2025-08-08,72.14,1607000,2685500,1.671
2025-08-11,72.18,3245500,4734000,1.459
2025-08-12,71.3,3245500,5125000,1.579
2025-08-14,70.54,3245500,4824500,1.487
2025-08-15,70.13,1607000,3512500,2.186
2025-08-18,70.21,3245500,5175000,1.595
2025-08-19,71.37,3245500,5172000,1.594
2025-08-20,70.47,2069000,3428000,1.657
2025-08-21,71.19,3245500,4433000,1.366
2025-08-22,72.05,1607000,2596000,1.615
2025-08-25,71.36,3245500,5042500,1.554
2025-08-26,71.31,3245500,4798500,1.479
2025-08-28,71.18,3244500,4520000,1.393
2025-08-29,71.3,1614500,2932500,1.816
2025-09-01,73.14,3268000,4365500,1.336
2025-09-02,73.5,3268000,4191500,1.283
2025-09-03,73.27,2162500,3118500,1.442
2025-09-04,74.38,3268000,4341500,1.328
2025-09-05,75.44,1691000,2964000,1.753
2025-09-08,75.21,3268000,5514500,1.687
2025-09-09,76.4,3268000,5111000,1.564
2025-09-11,76.07,3268000,4567000,1.397
2025-09-12,75.02,1691000,3524000,2.084
2025-09-15,75.02,3268000,5812000,1.778
2025-09-16,76.17,3268000,5478000,1.676
2025-09-17,77.53,2162500,3324000,1.537
2025-09-18,77.22,3268000,5201500,1.592
2025-09-19,76.57,1691000,2832000,1.675
2025-09-22,76.8,3268000,4859500,1.487
2025-09-23,75.6,3268000,3985500,1.22
2025-09-25,75.56,3268000,3521000,1.077
2025-09-26,75.17,1691000,3513000,2.077
2025-09-29,75.2,3268000,4941000,1.512
2025-09-30,75.95,3268500,4711000,1.441
2025-10-01,74.3,2162500,3092000,1.43
2025-10-02,76.05,3268000,5071000,1.552
2025-10-06,79.19,3268000,5329500,1.631
2025-10-07,78.3,3268000,4618000,1.413
2025-10-08,77.39,796500,1312000,1.647
2025-10-09,77.95,3268000,5237500,1.603
2025-10-10,79.22,1691000,3102000,1.834
2025-10-13,78.66,3268000,4783000,1.464
2025-10-14,76.91,3268000,5096000,1.559
2025-10-15,76.58,2162500,4012500,1.855
2025-10-16,77.82,3268000,5237000,1.603
2025-10-17,77.99,1691000,3345000,1.978
2025-10-20,78.75,3268000,5240000,1.603
2025-10-21,78.94,3268000,5626500,1.722
2025-10-23,78.54,3268000,5336500,1.633
2025-10-24,78.47,1691000,3429000,2.028
2025-10-27,77.56,3268000,4684000,1.433
2025-10-28,77.85,3268000,5305500,1.623
2025-10-29,78.55,2162500,4135500,1.912
2025-10-30,78.71,3268000,5240000,1.603
2025-10-31,78.66,1691000,3390500,2.005
2025-11-03,79.3,3268000,5272000,1.613
2025-11-04,81.26,3268000,5237500,1.603
2025-11-06,80.07,3268000,5005000,1.532
2025-11-07,79.76,1691000,3252000,1.923
2025-11-10,79.97,3268000,5037500,1.541
2025-11-11,79.91,3268000,5425500,1.66
2025-11-12,81.51,2162500,3680000,1.702
2025-11-13,81.31,3268000,4987500,1.526
2025-11-14,80.85,1691000,3672000,2.171
2025-11-17,80.25,3268000,5601000,1.714
2025-11-18,80.41,3268000,5781000,1.769
2025-11-20,81.16,3268000,5488000,1.679
2025-11-21,80.47,1691000,3215500,1.902
2025-11-24,80.0,3268000,4831000,1.478
2025-11-25,81.19,3268000,4897000,1.498
2025-11-26,81.51,2162500,3608500,1.669
2025-11-27,81.07,3268000,5308500,1.624
2025-11-28,82.6,1691000,3176500,1.878
2025-12-01,83.01,3268000,4606000,1.409
2025-12-02,82.19,3268000,4548000,1.392
2025-12-04,81.39,3268000,5274500,1.614
2025-12-05,82.25,1691000,3494500,2.067
2025-12-08,82.17,3268000,5324000,1.629
2025-12-09,82.22,3268000,5374500,1.645
2025-12-10,82.18,2166000,3405500,1.572
2025-12-11,83.77,3268000,5580000,1.707
2025-12-12,83.65,1696000,3492000,2.059
2025-12-15,84.6,3273000,5084000,1.553
